Cellline	Drug A	Drug B	Barbara	Åsmund	Evelina	Gold Standard	Comment	HSA	Bliss	Loewe	Loewe capped	Strong (visual)	Strong (Bliss)	Strong		Threshold Bliss/HSA	CV Åsmund	Example			Barbara	Åsmund	Evelina	Gold standard	Bliss-call	HSA-call
MDA-MB-468	PI	PK		-				0.115777424	0.1013929835	3.06226572	3.06226572	0	0	FALSE							0	0	0	0	0	0
SF295	60	SB		-				0.09924450464	0.1015902439	18470.91148	18470.91148	0	0	FALSE							0	0	0	0	0	0
SW620	60	D4		-				0.08983894719	0.1016223689	NA	0	0	0	FALSE							0	0	0	0	0	0
DU145	60	F4		Nothing				0.08329034744	0.101630422	58241446247351	58241446247351	0	0	FALSE							0	0	0	0	0	0
DU145	PK	P5		-				0.1073345443	0.1024011668	2.912821763	2.912821763	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	F4	G2		-				0.07758903754	0.10328288	4.622670387	4.622670387	0	0	FALSE							0	0	0	0	0	0
A498	CT	RU	-	-				0.07921706032	0.1038185003	1183.768489	1183.768489	0	0	FALSE							0	0	0	0	0	0
AGS	PI	F4	-	-				0.009468354742	0.1039195313	1.628259593	1.628259593	0	0	FALSE							0	0	0	0	0	0
UACC62	F4	P5		-				0.1012396855	0.1052208047	907872.0071	907872.0071	0	0	FALSE							0	0	0	0	0	0
AGS	PI	RU	-	-				0.03195332229	0.1052652906	2.982440664	2.982440664	0	0	FALSE							0	0	0	0	0	0
DU145	PK	G4		Rescue?				0.1132839569	0.1052997275	4.647909583	4.647909583	0	0	FALSE							0	0	0	0	0	0
AGS	D4	G2	-	-				0.06086745852	0.1053583023	17.59240901	17.59240901	0	0	FALSE							0	0	0	0	0	0
SW620	PK	P5		-				0.1134852776	0.1065956154	4.464621367	4.464621367	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	F4	G4		-				0.05647695641	0.1066621961	18.36492643	18.36492643	0	0	FALSE							0	0	0	0	0	0
SW620	JN	F4		-				0.08117965967	0.1073301837	71.63998818	71.63998818	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	D4	G2		-				0.09198858423	0.107600712	203.6359534	203.6359534	0	0	FALSE							0	0	0	0	0	0
SF295	CT	F4		-				0.0673424187	0.1077577552	6668005.44	6668005.44	0	0	FALSE							0	0	0	0	0	0
UACC62	CT	G4		-				0.1179165106	0.1094067071	15466.82658	15466.82658	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	JN	SB		-				0.03250321457	0.1094111336	15.43224557	15.43224557	0	0	FALSE							0	0	0	0	0	0
AGS	F4	P5	-	-				0.08149084015	0.1107868275	16.21846717	16.21846717	0	0	FALSE							0	0	0	0	0	0
SF295	JN	SB		-				0.1143881878	0.1118951378	131547680.7	131547680.7	0	0	FALSE							0	0	0	0	0	0
AGS	JN	RU	-	-				0.06797741408	0.1121645816	31608.52127	31608.52127	0	0	FALSE							0	0	0	0	0	0
Colo205	SB	F4		-				0.05919974748	0.1129529216	43.47692498	43.47692498	0	0	FALSE							0	0	0	0	0	0
UACC62	5Z	PD		-				-0.04136745029	0.1134101446	2.5504499	2.5504499	0	0	FALSE							0	0	0	0	0	0
A498	JN	F4	-	-				0.104928628	0.1135726845	447.7970182	447.7970182	0	0	FALSE							0	0	0	0	0	0
UACC62	60	D4		-				0.107389207	0.1138708317	5.77614E+32	5.77614E+32	0	0	FALSE							0	0	0	0	0	0
Colo205	PK	G4		-				0.1188638134	0.1142175864	4.778506788	4.778506788	0	0	FALSE							0	0	0	0	0	0
AGS	60	D4	-	-				0.05299652899	0.1142711562	65.04708554	65.04708554	0	0	FALSE							0	0	0	0	0	0
AGS	F4	G4	-	-				0.07605072599	0.1147621308	16.34379719	16.34379719	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	SB	F4		-				0.04117646402	0.1151075392	7.276995838	7.276995838	0	0	FALSE							0	0	0	0	0	0
AGS	SB	G2	-	-				0.07028825191	0.1155733972	207.8437888	207.8437888	0	0	FALSE							0	0	0	0	0	0
Colo205	5Z	PD	-	-				-0.02029567138	0.1163539974	21.33727314	21.33727314	0	0	FALSE							0	0	0	0	0	0
SF295	JN	F4		-				0.1187318599	0.1170582426	12895509731	12895509731	0	0	FALSE							0	0	0	0	0	0
UACC62	PK	G4		-				0.1267770094	0.1174397739	4.766292219	4.766292219	0	0	FALSE							0	0	0	0	0	0
AGS	JN	60	-	-				0.09646192697	0.1174467172	31.77346243	31.77346243	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PK	P5		Rescue				0.1357431113	0.1188871205	2.62016476	2.62016476	0	0	FALSE							0	0	0	0	0	0
AGS	RU	SF	-	-				0.01789712755	0.120119359	29.53052112	29.53052112	0	0	FALSE							0	0	0	0	0	0
SF295	SB	D4		-				0.1086348173	0.1215081454	3,60E+20	0	0	0	FALSE							0	0	0	0	0	0
SW620	F4	SF		-				0.05159541063	0.1226555262	466.0829801	466.0829801	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PD	SB		-				0.02496181685	0.1238349818	4.486824503	4.486824503	0	0	FALSE							0	0	0	0	0	0
SF295	PD	RU		-				0.06731888844	0.1241208763	420176.1151	420176.1151	0	0	FALSE							0	0	0	0	0	0
SF295	CT	PD		-				0.07156234253	0.125282633	1430998.154	1430998.154	0	0	FALSE							0	0	0	0	0	0
SF295	60	RU		-				0.1231563981	0.1256239929	3.6945E+21	3.6945E+21	0	0	FALSE							0	0	0	0	0	0
Colo205	CT	RU	-	-				0.09473465109	0.1264335217	4.67225E+53	4.67225E+53	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	G4		-				0.1144964167	0.1270647607	3.43691417	3.43691417	0	0	FALSE							0	0	0	0	0	0
AGS	5Z	PD	-	-				0.003482428259	0.1282706145	2.476506901	2.476506901	0	0	FALSE							0	0	0	0	0	0
DU145	SB	D4		-				0.1050137312	0.1298702909	8.41573E+22	8.41573E+22	0	0	FALSE							0	0	0	0	0	0
DU145	60	SB		Nothing				0.1174521238	0.1333861065	8.4087E+38	8.4087E+38	0	0	FALSE							0	0	0	0	0	0
AGS	F4	G2	-	-				0.07736228036	0.1341418535	7.541430151	7.541430151	0	0	FALSE							0	0	0	0	0	0
AGS	CT	SB	-	-				0.07958661601	0.1345343379	30.62793723	30.62793723	0	0	FALSE							0	0	0	0	0	0
SW620	PD	SB		-				0.07193500445	0.1351241211	1596280.521	1596280.521	0	0	FALSE							0	0	0	0	0	0
AGS	SF	G4	Rescue?	-				0.09408098102	0.1377153145	64.65232462	64.65232462	0	0	FALSE							0	0	0	0	0	0
UACC62	PK	P5		-				0.1437942413	0.1403863493	4.726033724	4.726033724	0	0	FALSE							0	0	0	0	0	0
AGS	D4	F4	-	-				0.05234683342	0.1415487524	8.012047347	8.012047347	0	0	FALSE							0	0	0	0	0	0
SF295	PD	F4		-				0.08135057143	0.1435868327	2035675.406	2035675.406	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	JN	F4		-				0.08988582702	0.1453484525	5.659866996	5.659866996	0	0	FALSE							0	0	0	0	0	0
AGS	CT	60	-	-				0.09396356279	0.1486169043	55.48087092	55.48087092	0	0	FALSE							0	0	0	0	0	0
AGS	60	SB	-	-				0.1102136011	0.1493898554	88.16828036	88.16828036	0	0	FALSE							0	0	0	0	0	0
SF295	PD	SB		Nothing				0.08467715367	0.1494021289	21669.46363	21669.46363	0	0	FALSE							0	0	0	0	0	0
AGS	RU	F4	-	-				0.05334694905	0.1502890179	4.388536045	4.388536045	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	SB	G2		-				0.103540294	0.1507094718	22.40781701	22.40781701	0	0	FALSE							0	0	0	0	0	0
SW620	60	SB		-				0.1395844346	0.1509897481	NA	0	0	0	FALSE							0	0	0	0	0	0
SW620	SB	D4		-				0.111978944	0.1522769661	57.64664832	57.64664832	0	0	FALSE							0	0	0	0	0	0
AGS	CT	G4	-	-				0.1246855398	0.1534228956	1766.393542	1766.393542	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PK	F4		Rescue?				0.1312901495	0.1549360356	3.39287978	3.39287978	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	PK	G4		Rescue?				0.1419269582	0.1554067425	3.328982742	3.328982742	0	0	FALSE							0	0	0	0	0	0
AGS	60	RU	-	-				0.09786931794	0.1561496312	313.094737	313.094737	0	0	FALSE							0	0	0	0	0	0
UACC62	JN	F4		-				0.1596734872	0.1596933836	2700936.144	2700936.144	0	0	FALSE							0	0	0	0	0	0
SW620	CT	F4		-				0.1235235	0.1598061757	44125916492347	44125916492347	0	0	FALSE							0	0	0	0	0	0
SW620	SB	F4		-				0.08136503329	0.1609593639	64.60495695	64.60495695	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	SB	D4		-				0.122630473	0.1723141221	43697421546688	43697421546688	0	0	FALSE							0	0	0	0	0	0
AGS	JN	F4	-	-				0.1229546722	0.1781597868	110.686263	110.686263	0	0	FALSE							0	0	0	0	0	0
AGS	SB	RU	-	-				0.1051443057	0.1793687636	113374.0922	113374.0922	0	0	FALSE							0	0	0	0	0	0
AGS	CT	RU	Rescue?	-				0.1096109849	0.1828406968	7.37417E+23	7.37417E+23	0	0	FALSE							0	0	0	0	0	0
AGS	F4	SF	-	-				0.1026628836	0.2074635608	13.0459751	13.0459751	0	0	FALSE							0	0	0	0	0	0
AGS	SB	D4	Rescue?	-				0.1350418014	0.2077262118	6654.737594	6654.737594	0	0	FALSE							0	0	0	0	0	0
DU145	5Z	BI		Rescue				0.2380384393	0.2089607715	NA	0	0	0	FALSE							0	0	0	0	0	0
AGS	60	F4	Rescue	-				0.1660802769	0.2106247951	32.87890992	32.87890992	0	0	FALSE							0	0	0	0	0	0
AGS	SB	F4	-	-				0.1161139493	0.2107403497	15.61894568	15.61894568	0	0	FALSE							0	0	0	0	0	0
AGS	CT	F4	Rescue?	-				0.1533158943	0.2144253304	242.4631702	242.4631702	0	0	FALSE							0	0	0	0	0	0
MDA-MB-468	5Z	BI		Rescue				0.3001197425	0.2375877417	12.69950759	12.69950759	0	0	FALSE							0	0	0	0	0	0
AGS	5Z	BI	Rescue	Rescue?				0.2970669484	0.3078148349	64.7210033	64.7210033	0	0	FALSE							0	0	0	0	0	0
SW620	5Z	BI		Rescue				0.3540824767	0.3396949745	217.6049428	217.6049428	0	0	FALSE							0	0	0	0	0	0
Colo205	5Z	BI	Rescue	Rescue				0.4010372007	0.4037395686	164390778.1	164390778.1	0	0	FALSE							0	0	0	0	0	0
UACC62	5Z	BI		-				0.4849941003	0.4613174381	80147487.82	80147487.82	0	0	FALSE							0	0	0	0	0	0
